Timestamp,Email,Name,Year,Make,Model,Car_ID,Racer_Turbo,Racer_Supercharged,Racer_Performance,Racer_Horsepower,Car_Overall,Engine_Modifications,Engine_Performance,Engine_Chrome,Engine_Detailing,Engine_Cleanliness,Body_Frame_Undercarriage,Body_Frame_Suspension,Body_Frame_Chrome,Body_Frame_Detailing,Body_Frame_Cleanliness,Mods_Paint,Mods_Body,Mods_Wrap,Mods_Rims,Mods_Interior,Mods_Other,Mods_ICE,Mods_Aftermarket,Mods_WIP,Mods_Overall
8/5/2018 14:54,zoller3p@paypal.com,Zachery,2005,Volkswagen,Jetta,183,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2
8/5/2018 14:41,rthorne3j@buzzfeed.com,Rupert,2005,Volkswagen,Jetta gli,177,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2
8/5/2018 13:11,ssheather2@fc2.com,Sayers,2003,Acura,Rsx,5,2,0,2,2,4,2,2,0,0,2,2,2,2,0,0,2,2,2,4,4,4,2,4,0,4
8/5/2018 17:14,hsolomon44@opensource.org,Horst,2010,Chevy,Camaro,218,4,0,4,4,4,4,4,0,4,4,2,2,0,4,2,2,2,0,2,2,2,2,2,4,4
8/5/2018 13:25,mjehanw@so-net.ne.jp,Muffin,2011,Honda,Civic,39,2,0,2,2,4,2,2,2,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,0,4
8/5/2018 15:39,shallagan1h@yandex.ru,Scot,2013,Nissan,Altima,68,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,2
8/5/2018 15:50,hkeele7@spiegel.de,Harcourt,2001,Nissan,S15,10,0,0,0,2,2,0,2,2,2,0,2,2,2,2,0,4,2,0,2,0,2,0,2,2,2
8/5/2018 17:13,wgloucester1g@phpbb.com,Wilbur,2015,Subaru,Sti,67,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2
8/5/2018 13:45,ghickinbottomz@usda.gov,Georgi,2011,Toyota,4 Runner,43,0,0,2,0,4,4,0,0,4,4,2,6,2,2,4,0,2,0,4,2,2,4,2,0,4
8/5/2018 14:33,obenstead3e@psu.edu,Osborn,2014,Chevy,Cruze,170,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,2,4,4,4,4,2,0,4,4,4
8/5/2018 17:11,aamor43@miibeian.gov.cn,Asher,2007,Chrystler,300,216,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
8/5/2018 15:22,cvaux25@facebook.com,Clyde,2014,Civic,Si,99,0,0,2,2,0,2,2,0,2,0,2,2,0,2,2,0,2,0,2,2,2,4,2,2,4
8/5/2018 17:03,ntruggian1x@bandcamp.com,Nealon,2014,Honda,Civic si,89,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2
8/5/2018 17:13,nbatstone22@yellowbook.com,Norry,2004,Infiniti,G35,95,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,4,2,0,0,0,,0,0
8/5/2018 17:14,bbach4a@hugedomains.com,Baillie,2010,Nissan,370,228,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4
8/5/2018 16:40,aleadstone4@smugmug.com,Alix,2014,Nissan,Sentra,7,0,0,2,2,0,0,0,0,2,0,0,2,2,2,2,0,0,0,2,4,2,2,2,0,4
8/5/2018 14:02,hscandricka@timesonline.co.uk,Hugibert,1990,Nissan,Skyline,14,2,0,2,2,0,2,0,0,2,0,2,2,0,2,2,2,0,0,2,2,0,0,0,0,2
8/5/2018 15:39,sdeesly5@storify.com,Sigfried,1991,Nissan,Skyline,8,2,0,2,2,2,2,2,0,0,0,2,4,2,2,2,2,2,2,2,2,2,0,2,2,4
8/5/2018 17:47,radriano33@imageshack.us,Reade,1990,Volkswagen,Gti,145,2,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2
8/5/2018 14:24,cbulward28@google.co.jp,Correy,2015,Honda,Accord,102,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,2
8/5/2018 14:57,ogaraghans@huffingtonpost.com,Ozzy,2016,Subaru,WRX,36,2,0,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,2,2,4,,2,4,2,4
8/5/2018 17:40,dmawman3v@pagesperso-orange.fr,Derry,2012,Toyota,Fj cruiser,189,0,0,2,0,2,2,0,0,4,4,2,2,0,2,2,2,4,4,2,2,4,2,4,2,2
8/5/2018 14:21,mbandiera2e@salon.com,Marlon,2007,Bmw,328i,111,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8/5/2018 17:52,rweathers2z@linkedin.com,Roger,1995,Mitsu,Evo8,140,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
8/5/2018 17:33,spoon3a@gizmodo.com,Sheffy,2012,Nissan,370z,161,0,0,2,2,2,2,2,2,4,0,4,6,6,4,4,4,6,4,6,4,4,4,4,2,6
8/5/2018 14:50,ftinmant@sina.com.cn,Feodor,2015,Subaru,Sti,37,2,0,2,2,2,2,2,2,4,4,4,4,0,4,2,4,2,0,2,2,0,0,2,2,4
8/5/2018 15:17,sdennidge4i@gnu.org,Sollie,2008,Toyota,Matrix,243,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,0,0
8/5/2018 16:31,erugiero3q@webs.com,Ernie,2010,Volkswagen,Cc,184,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
8/5/2018 15:36,tbounde1f@trellian.com,Teador,2010,Volkswagen,Gti,66,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8/5/2018 15:45,tmogenot27@liveinternet.ru,Theodore,2014,Honda,Civic,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2018 16:27,ariccellih@addthis.com,Alvis,2009,Subaru,WRX,21,2,0,2,2,4,2,2,2,4,4,2,4,4,4,2,4,0,0,6,4,2,0,2,0,4
8/5/2018 17:00,rquerree3z@seesaa.net,Rand,2016,Subaru,WRX,200,0,0,0,0,2,0,0,2,2,2,2,2,0,2,4,4,2,0,2,2,2,0,2,2,2
8/5/2018 13:47,jmewis1@vistaprint.com,Jordon,2016,Bmw,M2,2,0,2,0,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,4,2,0,0,2,2,2
8/5/2018 16:15,tsewallj@joomla.org,Tremayne,1998,Subaru,Legacy,23,0,0,2,0,4,2,0,0,4,4,4,4,2,4,4,4,2,4,4,2,2,0,4,0,6
8/5/2018 14:06,rbechley1a@spiegel.de,Rolf,2012,Volkswagen,Golf,59,0,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,0,,2,2,0,0,0,0
8/5/2018 13:16,rgillmory@epa.gov,Rowney,2001,Dodge,Viper,42,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8/5/2018 15:42,pjacke1s@theguardian.com,Palmer,2014,Honda,Accord,83,0,4,4,4,6,6,4,4,4,6,4,6,6,6,6,4,4,0,6,6,6,6,4,0,6
8/5/2018 14:28,kportec@statcounter.com,Killy,2008,Nissan,350z,16,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
8/5/2018 15:02,ahapps3n@delicious.com,Arri,2003,Volkswagen,Gti,181,2,0,0,2,0,0,2,0,2,0,0,2,0,2,2,2,2,6,2,0,0,0,2,0,2
8/5/2018 13:33,jgrene0@tinypic.com,Jordan,2015,Chevy,Camaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2018 15:34,knann1w@newyorker.com,Karney,2008,Honda,Accord,88,0,0,0,2,2,0,2,0,4,4,2,4,2,2,4,4,2,0,4,2,2,0,2,0,4
8/5/2018 15:52,yheinerl@altervista.org,Yvor,2012,Mercedes,C250,25,2,0,2,2,4,4,0,2,4,6,4,4,4,4,6,6,4,0,4,6,2,2,2,0,4
8/5/2018 16:19,gleggs3i@jiathis.com,Germaine,2014,Mitsu,Lancer,176,0,0,0,0,0,0,2,0,0,0,2,2,2,2,4,6,4,0,2,2,2,2,4,0,4
8/5/2018 16:30,cjeandel2v@thetimes.co.uk,Cooper,2013,Subaru,WRX,134,2,2,4,2,2,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,0,0,0,2
8/5/2018 17:44,dmalyan2s@bloglines.com,Donal,2013,Acura,Tsx,127,0,0,2,2,4,4,4,4,4,4,4,4,6,6,4,0,4,6,6,6,4,0,2,0,6
8/5/2018 13:25,tfero2a@wired.com,Tanner,2014,Civic coupe,Si,104,2,0,2,2,4,2,2,2,4,4,2,2,0,0,2,2,2,0,2,4,0,4,2,0,2
8/5/2018 15:11,ebyram2m@digg.com,Elwyn,2014,Ford,Focus st,120,2,0,2,2,2,2,2,0,0,0,2,2,0,0,2,2,2,0,2,0,2,0,2,0,2
8/5/2018 15:48,ssiemens1u@narod.ru,Sholom,2017,Honda,Accord,85,0,0,0,0,0,0,0,0,0,2,4,2,4,4,2,2,2,0,4,4,4,2,2,0,4
8/5/2018 16:58,trobjents4l@g.co,Tally,2014,Nissan,Gtr,Showcar,2,0,2,2,,2,0,0,0,2,4,4,0,2,2,4,2,2,4,2,0,0,4,0,4
8/5/2018 14:13,amelato2c@google.cn,Abdul,2013,Audi,S4,108,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2
8/5/2018 14:08,eguild24@istockphoto.com,Englebert,2012,Benz,C63,98,2,0,0,2,0,0,4,2,0,0,0,4,2,2,2,0,2,0,2,0,0,0,0,0,2
8/5/2018 16:33,dwatmough2u@oaic.gov.au,Denys,2016,Honda,Civic si,130,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,2,0,4,2,2,0,4,0,0
8/5/2018 13:26,kbocken9@bing.com,Klemens,1990,Nissan,240,12,0,0,2,2,4,2,2,0,4,4,2,4,4,2,4,4,2,4,2,2,4,0,2,2,4
8/5/2018 15:23,mblazewicz4c@w3.org,Marmaduke,2018,Subaru,WRX,232,2,0,2,2,4,2,2,0,0,2,2,2,4,2,2,4,2,4,4,2,2,0,0,0,0
8/5/2018 17:07,salliker4m@nsw.gov.au,Salomon,2008,Volkswagen,Gli,Vip,2,0,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2018 16:44,wdigweed23@about.me,Wynn,2017,Volkswagen,Gti,96,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
8/5/2018 13:49,bspinnaceb@homestead.com,Blane,2014,Audi,S4,15,2,4,2,4,2,4,4,6,6,6,6,4,6,6,6,6,6,6,6,6,4,2,4,6,6
8/5/2018 16:53,telfe1e@tripod.com,Trumaine,2009,Honda,Fit,65,0,0,2,4,4,6,4,6,6,4,4,4,4,6,4,4,6,4,6,6,4,4,6,2,6
8/5/2018 17:29,mjancy1z@privacy.gov.au,Myles,2017,Hyundai,Elantra sport,92,2,0,0,0,0,0,0,2,2,2,2,2,4,4,2,2,0,0,4,0,0,0,2,0,0
8/5/2018 14:57,aspink3l@yolasite.com,Ashlin,2004,Volkswagen,R32,179,4,0,4,4,2,2,4,6,2,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2
8/5/2018 16:49,craleston1c@blogtalkradio.com,Cris,2010,Honda,Civic,63,0,0,2,2,2,4,4,4,6,4,4,4,4,4,4,2,6,4,4,6,4,0,4,4,4
8/5/2018 17:19,ggentricr@prweb.com,Gerhardt,2016,Honda,Civic,35,0,0,0,2,0,2,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,4
8/5/2018 14:17,rleheude1q@ted.com,Rustin,1993,Mazda,Miata,79,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,2,0,0,0,2,2,2
8/5/2018 15:20,rfrier4k@jalbum.net,Ronald,1992,Nissan,Rps13,4341,2,0,2,2,2,2,2,0,2,0,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2
8/5/2018 15:59,jbrockton37@moonfruit.com,Jamison,2014,Volkswagen,Gli,156,0,0,0,0,0,0,0,0,0,0,2,6,4,6,6,4,4,6,6,2,2,0,4,0,4
8/5/2018 17:24,vbloom46@businessinsider.com,Vladimir,2004,Audi,A4,220,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,2,2,0,2
8/5/2018 13:32,eclaffey10@meetup.com,Elisha,2018,Honda,Civic si,44,0,0,2,2,2,2,2,2,2,4,0,2,0,2,0,4,2,0,2,2,2,0,2,2,2
8/5/2018 17:05,jloveredgef@berkeley.edu,Jae,2001,Mitsub,Evo7,19,2,0,2,2,2,2,0,0,0,0,2,2,0,2,2,4,2,2,4,2,2,0,4,0,2
8/5/2018 13:28,pvidgen2p@ca.gov,Patrizius,2006,Lexus,Sc430,123,2,0,4,2,0,4,4,2,4,4,2,4,0,2,2,2,4,0,4,4,4,4,4,0,4
8/5/2018 16:38,amabey19@tumblr.com,Arman,2015,Scion,Frs,57,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,0,4,2,4,0,4,0,4
8/5/2018 17:33,croscrigg4b@clickbank.net,Cullen,2004,Acura,Tsx,230,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,0,0,0,0,0,2,2,0,2
8/5/2018 15:00,gsemmensp@google.co.uk,Gideon,2015,Subaru,Sti,33,2,0,4,2,4,2,4,2,4,,4,2,0,4,4,4,2,4,2,4,2,2,4,2,4
8/5/2018 15:31,rmoyser1n@github.io,Redford,2012,Subaru,WRX,75,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
8/5/2018 16:21,tmilhench3h@admin.ch,Taber,2006,Honda,Civic,175,0,0,4,4,4,4,4,6,6,6,4,4,4,6,4,6,2,2,6,4,4,0,4,0,4
8/5/2018 15:52,uwilkie2j@soup.io,Udale,2001,Honda,Crv,115,0,0,0,0,0,2,2,0,2,4,2,2,4,4,4,4,2,0,6,6,4,0,4,0,4
8/5/2018 16:00,ntytcomb35@cmu.edu,Nick,2017,Subaru,Brz,153,0,0,,,0,2,2,2,2,0,2,6,4,4,4,4,2,4,2,0,0,0,0,0,2
8/5/2018 17:07,rbuckthorp1o@wiley.com,Roi,2005,Subaru,Sti,76,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
8/5/2018 14:35,hcollings18@sina.com.cn,Haily,2009,Volkswagen,Jetta,56,0,0,2,2,2,2,0,2,4,2,2,2,0,4,2,2,2,0,4,2,2,0,2,0,2
8/5/2018 15:48,hkamienski2i@howstuffworks.com,Homerus,2015,Acura,TLX,114,0,6,6,2,2,4,2,4,4,4,4,6,6,6,6,6,6,2,4,4,4,4,2,2,6
8/5/2018 16:16,sdundin3c@engadget.com,Shepherd,2013,Mitsu,Ralliart,163,2,0,0,2,0,2,2,0,0,0,2,2,0,0,0,2,2,0,2,2,0,0,0,0,2
8/5/2018 17:09,ptreuge17@over-blog.com,Pembroke,2013,Subaru,WRX,53,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,4,4,2,2,4,2,0,2,0,4
8/5/2018 14:35,haronov4g@cyberchimps.com,Hastings,2007,Toyota,Camry,241,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,2,0,0,2,2,0,2
8/5/2018 15:19,rfarrell2h@boston.com,Roderick,2010,Volkswagen,Gti,114,0,0,2,0,0,2,2,0,0,0,0,2,0,0,6,0,2,4,2,0,0,0,0,2,2
8/5/2018 13:36,bmcconnalx@phoca.cz,Barbabas,2012,Acura,Tsx,41,0,0,2,2,4,2,2,2,4,4,2,4,2,4,4,4,2,2,4,2,2,4,4,0,2
8/5/2018 15:35,owarrender2k@yahoo.com,Obidiah,2008,Audi,A4,116,0,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,0,0,0,0,4
8/5/2018 16:26,tchapellow2x@addtoany.com,Tristam,2017,Ford,Focus rs,137,2,2,2,4,2,2,2,4,2,4,4,2,2,2,2,2,4,0,0,2,2,4,2,0,0
8/5/2018 17:05,dbummfrey42@miibeian.gov.cn,Dav,2001,Lexus,Is300,212,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0
8/5/2018 14:01,bdawltrey16@i2i.jp,Ber,2007,Mazda,Speed 3,52,2,0,2,2,2,2,2,2,2,2,0,2,0,2,4,4,4,2,2,2,2,0,2,2,2
8/5/2018 17:10,ckovnot20@tamu.edu,Cesaro,2005,Acura,TL,93,0,0,0,2,2,0,0,0,0,2,0,2,2,2,0,2,0,0,4,2,2,0,0,0,0
8/5/2018 17:30,kkliner49@xrea.com,Koenraad,2008,Honda,Accord,226,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,2,2,2,2,0,0
8/5/2018 14:30,lgarstangi@angelfire.com,Lowe,2007,Honda,Civic,22,0,0,0,0,2,0,0,0,0,2,2,4,2,2,2,2,0,0,4,0,0,0,0,0,2
8/5/2018 15:43,pdeetlefs1j@youtu.be,Paul,2014,Honda,Civic,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2018 17:43,mbariball2t@slate.com,Martin,2010,Infiniti,G37,128,0,6,6,6,4,6,4,6,6,4,6,6,2,6,6,4,6,6,6,6,6,4,6,4,6
8/5/2018 17:46,aeaster3u@reuters.com,Aksel,2007,Subaru,Legacy,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0
8/5/2018 15:25,rklimkin4f@t-online.de,Renaud,1982,Volkswagen,Rabbit,238,0,0,0,0,0,0,0,0,2,0,2,4,0,2,2,2,2,2,0,2,2,0,2,2,2
8/5/2018 16:51,jaaronsono@ezinearticles.com,Jereme,2007,Honda,Fit,31,0,4,6,4,4,4,4,4,6,6,4,4,4,6,6,4,4,0,6,6,4,0,6,0,6
8/5/2018 17:04,obennis1k@opensource.org,Osborn,2008,Acura,TL,71,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0
8/5/2018 16:55,gbellwoode@chicagotribune.com,Greg,2015,Audi,S3,18,0,0,2,2,2,0,0,0,0,2,2,2,2,2,2,2,4,2,2,2,0,2,2,2,2
8/5/2018 17:25,mvandermarkv@icq.com,Mill,2017,Hyundai,Elantra sport,38,2,0,2,2,4,2,2,4,4,4,2,2,2,4,4,2,2,2,4,4,2,2,4,0,0
8/5/2018 13:53,egoley12@twitter.com,Early,2008,Volkswagen,R32,46,0,0,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,0,0
8/5/2018 13:46,tdrabble14@tripod.com,Ted,1997,Acura,Integra,49,0,0,2,2,4,2,2,2,4,2,0,2,2,2,0,0,2,0,2,2,2,0,2,2,4
8/5/2018 14:17,imccream@51.la,Iggie,1995,Bmw,318xi,28,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0
8/5/2018 17:07,sgaddesby45@xing.com,Spenser,2016,Ford,Focus rs,219,2,0,2,2,2,0,2,0,2,2,2,2,0,2,2,4,0,0,0,0,0,0,0,0,0
8/5/2018 15:05,tsandeman3r@wp.com,Taddeusz,2013,Volkswagen,Jett,185,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0
8/5/2018 13:39,bpeaple3b@irs.gov,Baudoin,2014,Nissan,370z,162,2,0,2,0,0,0,2,2,2,0,0,4,0,0,0,2,4,2,4,0,2,0,4,2,2
8/5/2018 16:26,jlewington3m@psu.edu,Jeromy,2011,Volkswagen,Gti,180,2,,,2,2,2,4,2,4,4,6,6,6,4,4,4,4,2,6,4,4,0,4,2,4
8/5/2018 13:44,benric29@cornell.edu,Beaufort,2010,Acura,Tsx,103,0,0,2,0,0,2,0,2,4,4,2,4,2,4,6,4,4,0,6,6,4,6,4,2,4
8/5/2018 15:14,ewinship3y@tripod.com,Enrico,2010,Audi,A4,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8/5/2018 17:02,bholwell1m@hhs.gov,Bartholomeo,2015,Honda,Accord,74,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2
8/5/2018 16:02,brappaport34@purevolume.com,Bar,2006,Nissan,350z,150,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,2,2,2,2,0,2,0,2,0,2
8/5/2018 17:07,nlidbetter1p@artisteer.com,Nollie,2015,Mazda,6,78,0,0,0,2,2,2,0,0,2,2,2,4,2,2,4,2,2,0,4,2,0,0,2,0,0
8/5/2018 16:21,dgude30@psu.edu,Diego,1993,Mazda,Miata,141,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,4,2,4,0,2,2,0,2
8/5/2018 16:53,gdongated@ca.gov,Gustavo,2016,Mercedes,C43,17,2,2,2,0,0,2,2,2,2,0,0,0,0,0,2,0,2,4,4,4,2,0,0,0,2
8/5/2018 17:39,gelham3t@illinois.edu,Griffith,2007,Subaru,Legacy,187,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
8/5/2018 17:10,abroske1i@macromedia.com,Amory,2018,Subaru,WRX,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
8/5/2018 14:18,eambrosoli26@noaa.gov,Elwin,2006,Volvo,S60r,100,2,0,2,2,0,0,2,6,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
8/5/2018 16:55,wdymocke2f@artisteer.com,Web,2008,Acura,TL,112,0,0,2,2,2,6,4,6,6,6,4,6,6,6,6,6,6,6,6,6,4,4,4,0,6
8/5/2018 14:44,abeeres3f@apache.org,Aurthur,2014,Bmw,4,172,2,0,2,0,6,0,0,0,6,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0
8/5/2018 15:26,cbragginton1y@house.gov,Coop,2010,Mitsu,Lancer,91,0,0,4,4,2,6,4,4,6,4,6,4,4,4,6,4,4,2,6,6,4,4,4,4,6
8/5/2018 17:31,wgascard38@issuu.com,Wally,2007,Nissan,350z,158,0,0,2,2,2,2,0,0,2,0,2,6,4,2,2,2,6,2,2,6,2,6,2,4,6
8/5/2018 14:49,djakoubec3o@aboutads.info,Darcy,2012,Volkswagen,Cc,182,2,0,0,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,2
8/5/2018 17:36,afeldharker48@whitehouse.gov,Abbey,2016,Acura,TLX,225,0,0,0,0,0,0,0,0,0,4,2,2,2,2,4,4,4,4,4,6,4,2,2,2,4
8/5/2018 14:51,wdreher1r@bloomberg.com,Ware,2016,Volkswagen,GTI,81,0,0,2,2,2,0,0,0,0,0,2,2,2,2,4,4,0,0,2,0,0,0,0,0,0
8/5/2018 13:59,hferrer3@prlog.org,Hamil,2016,Volkswagen,Golf r,6,2,0,2,2,2,4,2,6,2,4,2,2,2,2,2,2,4,4,2,2,0,0,0,0,4
8/5/2018 14:44,hthacke2n@yellowbook.com,Hunt,2012,Acura,TL,121,0,0,0,2,0,0,0,0,0,0,2,4,4,4,4,4,2,0,0,4,2,6,2,0,4
8/5/2018 17:51,ewinston41@ft.com,Ellswerth,2004,Acura,Tsx,211,0,0,0,0,2,2,2,2,4,2,2,4,4,2,4,2,2,2,2,2,4,2,0,2,0
8/5/2018 16:29,udunseath3s@jiathis.com,Uriah,2012,Volkswagen,Gli,186,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0
8/5/2018 17:00,ewrinch1b@cloudflare.com,Evan,2007,Honda,Civic,59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,2,0,0
8/5/2018 15:41,kromaine1l@bandcamp.com,Ken,2016,Civic,Si,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
8/5/2018 13:58,kduggon11@reddit.com,Kylie,2006,Acura,TL,45,0,0,0,0,2,2,2,2,2,2,0,2,2,2,4,2,2,2,4,2,2,0,2,2,2
8/5/2018 13:38,ecoultous4j@mayoclinic.com,Eli,2006,Acura,Tsx,1051,2,0,2,2,2,4,2,6,2,2,4,4,2,0,2,0,4,2,6,2,4,4,4,0,4
8/5/2018 14:28,okerwood1t@ebay.co.uk,Orton,2012,Mercedes,Cl63amg,84,2,2,4,4,4,2,4,4,2,4,4,2,0,4,4,4,4,0,4,4,2,0,2,2,2
